,experiment_id,study_id,experiment_type,experiment_type_id,experiment_control,source_id,reference_source,comments
1134,,SDY1536,vaccination experiment,,1,,,
1135,,SDY1536,vaccination experiment,,1,,,
1136,,SDY1536,vaccination experiment,,1,,,
1137,,SDY1536,vaccination experiment,,1,,,
1138,,SDY1536,vaccination experiment,,1,,,
1139,,SDY1536,vaccination experiment,,1,,,
1140,,SDY1536,vaccination experiment,,1,,,
1141,,SDY1536,vaccination experiment,,1,,,
1142,,SDY1536,vaccination experiment,,1,,,
1143,,SDY1536,vaccination experiment,,1,,,
1144,,SDY1536,vaccination experiment,,1,,,
1145,,SDY1536,vaccination experiment,,1,,,
1146,,SDY1536,vaccination experiment,,1,,,
1147,,SDY1536,vaccination experiment,,1,,,
1148,,SDY1536,vaccination experiment,,1,,,
1149,,SDY1536,vaccination experiment,,1,,,
1150,,SDY1536,vaccination experiment,,1,,,
1151,,SDY1536,vaccination experiment,,1,,,
1152,,SDY1599,vaccination experiment,,1,,,
1153,,SDY1625,vaccination experiment,,1,,,
1154,,SDY1364,vaccination experiment,,1,,,
1155,,SDY1370,vaccination experiment,,1,,,
1156,,SDY1328,vaccination experiment,,1,,,
1157,,SDY1630,vaccination experiment,,1,,,
1158,,SDY1630,vaccination experiment,,1,,,
1159,,SDY1620,vaccination experiment,,1,,,
1160,,SDY1620,vaccination experiment,,1,,,
1161,,SDY1370,vaccination experiment,,1,,,
1162,,SDY1631,vaccination experiment,,1,,,
1163,,SDY1631,vaccination experiment,,1,,,
1164,,SDY1640,vaccination experiment,,1,,,
1165,,SDY1637,vaccination experiment,,1,,,
1166,,SDY1468,vaccination experiment,,1,,,
1167,,SDY1641,vaccination experiment,,1,,,
1168,,SDY1632,vaccination experiment,,1,,,
1169,,SDY1632,vaccination experiment,,1,,,
1170,,SDY1632,vaccination experiment,,1,,,
1171,,SDY1632,vaccination experiment,,1,,,
1172,,SDY1632,vaccination experiment,,1,,,
1173,,SDY1632,vaccination experiment,,1,,,
1174,,SDY1632,vaccination experiment,,1,,,
1175,,SDY1632,vaccination experiment,,1,,,
1176,,SDY1654,vaccination experiment,,1,,,
1177,,SDY1654,vaccination experiment,,1,,,
1178,,SDY1632,vaccination experiment,,1,,,
1179,,SDY1632,vaccination experiment,,1,,,
1180,,SDY1632,vaccination experiment,,1,,,
1181,,SDY1632,vaccination experiment,,1,,,
1182,,SDY1632,vaccination experiment,,1,,,
1183,,SDY1632,vaccination experiment,,1,,,
1184,,SDY1632,vaccination experiment,,1,,,
1185,,SDY1632,vaccination experiment,,1,,,
1186,,SDY1632,vaccination experiment,,1,,,
1187,,SDY1632,vaccination experiment,,1,,,
1188,,SDY1632,vaccination experiment,,1,,,
1189,,SDY1632,vaccination experiment,,1,,,
1190,,SDY1632,vaccination experiment,,1,,,
1191,,SDY1632,vaccination experiment,,1,,,
1192,,SDY1632,vaccination experiment,,1,,,
1193,,SDY1632,vaccination experiment,,1,,,
1194,,SDY1632,vaccination experiment,,1,,,
1195,,SDY1632,vaccination experiment,,1,,,
1196,,SDY1632,vaccination experiment,,1,,,
1197,,SDY1632,vaccination experiment,,1,,,
1198,,SDY1632,vaccination experiment,,1,,,
1199,,SDY1632,vaccination experiment,,1,,,
1200,,SDY1632,vaccination experiment,,1,,,
1201,,SDY1632,vaccination experiment,,1,,,
1202,,SDY1632,vaccination experiment,,1,,,
1203,,SDY1658,vaccination experiment,,1,,,
1204,,SDY1618,vaccination experiment,,1,,,
1205,,SDY1618,vaccination experiment,,1,,,
1206,,SDY1618,vaccination experiment,,1,,,
1207,,SDY1618,vaccination experiment,,1,,,
1208,,SDY1618,vaccination experiment,,1,,,
1209,,SDY1618,vaccination experiment,,1,,,
1210,,SDY1618,vaccination experiment,,1,,,
1211,,SDY1618,vaccination experiment,,1,,,
1212,,SDY1618,vaccination experiment,,1,,,
1213,,SDY1618,vaccination experiment,,1,,,
1214,,SDY1618,vaccination experiment,,1,,,
1215,,SDY1618,vaccination experiment,,1,,,
1216,,SDY1618,vaccination experiment,,1,,,
1217,,SDY1618,vaccination experiment,,1,,,
1218,,SDY1618,vaccination experiment,,1,,,
1219,,SDY1618,vaccination experiment,,1,,,
1220,,SDY1618,vaccination experiment,,1,,,
1221,,SDY1394,vaccination experiment,,1,,,
1222,,SDY1394,vaccination experiment,,1,,,
1223,,SDY1394,vaccination experiment,,1,,,
1224,,SDY1395,vaccination experiment,,1,,,
1225,,SDY1395,vaccination experiment,,1,,,
1226,,SDY1395,vaccination experiment,,1,,,
1227,,SDY1395,vaccination experiment,,1,,,
1228,,SDY1395,vaccination experiment,,1,,,
1229,,SDY1395,vaccination experiment,,1,,,
1230,,SDY1395,vaccination experiment,,1,,,
1231,,SDY1395,vaccination experiment,,1,,,
1232,,SDY1395,vaccination experiment,,1,,,
1233,,SDY1395,vaccination experiment,,1,,,
1234,,SDY1395,vaccination experiment,,1,,,
1235,,SDY1395,vaccination experiment,,1,,,
1236,,SDY1395,vaccination experiment,,1,,,
1237,,SDY1395,vaccination experiment,,1,,,
1238,,SDY1395,vaccination experiment,,1,,,
1239,,SDY1395,vaccination experiment,,1,,,
1240,,SDY1395,vaccination experiment,,1,,,
1241,,SDY1395,vaccination experiment,,1,,,
1242,,SDY1395,vaccination experiment,,1,,,
1243,,SDY1395,vaccination experiment,,1,,,
1244,,SDY1395,vaccination experiment,,1,,,
1245,,SDY1395,vaccination experiment,,1,,,
1246,,SDY1395,vaccination experiment,,1,,,
1247,,SDY1395,vaccination experiment,,1,,,
1248,,SDY1395,vaccination experiment,,1,,,
1249,,SDY1395,vaccination experiment,,1,,,
1250,,SDY1395,vaccination experiment,,1,,,
1251,,SDY1395,vaccination experiment,,1,,,
1252,,SDY1395,vaccination experiment,,1,,,
1253,,SDY1395,vaccination experiment,,1,,,
1254,,SDY1640,vaccination experiment,,1,,,
1255,,SDY1634,vaccination experiment,,1,,,
1256,,SDY1655,vaccination experiment,,1,,,
1257,,SDY1655,vaccination experiment,,1,,,
1258,,SDY1655,vaccination experiment,,1,,,
1259,,SDY1655,vaccination experiment,,1,,,
1260,,SDY1655,vaccination experiment,,1,,,
1261,,SDY1655,vaccination experiment,,1,,,
1262,,SDY1655,vaccination experiment,,1,,,
1263,,SDY1655,vaccination experiment,,1,,,
1264,,SDY1471,vaccination experiment,,1,,,
1265,,SDY1662,vaccination experiment,,1,,,
1266,,SDY1631,vaccination experiment,,1,,,
1267,,SDY1631,vaccination experiment,,1,,,
1268,,SDY1631,vaccination experiment,,1,,,
1269,,SDY1631,vaccination experiment,,1,,,
1270,,SDY1631,vaccination experiment,,1,,,
1271,,SDY1631,vaccination experiment,,1,,,
1272,,SDY1631,vaccination experiment,,1,,,
1273,,SDY1631,vaccination experiment,,1,,,
1274,,SDY1631,vaccination experiment,,1,,,
1275,,SDY1631,vaccination experiment,,1,,,
1276,,SDY1631,vaccination experiment,,1,,,
1277,,SDY313,vaccination experiment,,1,,,
1278,,SDY20,vaccination experiment,,1,,,
1279,,SDY313,vaccination experiment,,1,,,
1280,,SDY1655,vaccination experiment,,1,,,
1281,,SDY1655,vaccination experiment,,1,,,
1282,,SDY1655,vaccination experiment,,1,,,
1283,,SDY1655,vaccination experiment,,1,,,
1284,,SDY1655,vaccination experiment,,1,,,
1285,,SDY1625,vaccination experiment,,1,,,
1286,,SDY1666,vaccination experiment,,1,,,
1287,,SDY1666,vaccination experiment,,1,,,
1288,,SDY1666,vaccination experiment,,1,,,
1289,,SDY1666,vaccination experiment,,1,,,
1290,,SDY1666,vaccination experiment,,1,,,
1291,,SDY1666,vaccination experiment,,1,,,
1292,,SDY1666,vaccination experiment,,1,,,
1293,,SDY1666,vaccination experiment,,1,,,
1294,,SDY1666,vaccination experiment,,1,,,
1295,,SDY1666,vaccination experiment,,1,,,
1296,,SDY1666,vaccination experiment,,1,,,
1297,,SDY1666,vaccination experiment,,1,,,
1298,,SDY1666,vaccination experiment,,1,,,
1299,,SDY1666,vaccination experiment,,1,,,
1300,,SDY1666,vaccination experiment,,1,,,
1301,,SDY1666,vaccination experiment,,1,,,
1302,,SDY1666,vaccination experiment,,1,,,
1303,,SDY1666,vaccination experiment,,1,,,
1304,,SDY1666,vaccination experiment,,1,,,
1305,,SDY1666,vaccination experiment,,1,,,
1306,,SDY1666,vaccination experiment,,1,,,
1307,,SDY1669,vaccination experiment,,1,,,
1308,,SDY1669,vaccination experiment,,1,,,
1309,,SDY1669,vaccination experiment,,1,,,
1310,,SDY1669,vaccination experiment,,1,,,
1311,,SDY1669,vaccination experiment,,1,,,
1312,,SDY1669,vaccination experiment,,1,,,
1313,,SDY1669,vaccination experiment,,1,,,
1314,,SDY1669,vaccination experiment,,1,,,
1315,,SDY1669,vaccination experiment,,1,,,
1316,,SDY1672,vaccination experiment,,1,,,
1317,,SDY1626,vaccination experiment,,1,,,
1318,,SDY1667,vaccination experiment,,1,,,
1319,,SDY1626,vaccination experiment,,1,,,
1320,,SDY1626,vaccination experiment,,1,,,
1321,,SDY1680,vaccination experiment,,1,,,
1322,,SDY1680,vaccination experiment,,1,,,
1323,,SDY1680,vaccination experiment,,1,,,
1324,,SDY1680,vaccination experiment,,1,,,
1325,,SDY1680,vaccination experiment,,1,,,
1326,,SDY1680,vaccination experiment,,1,,,
1327,,SDY1626,vaccination experiment,,1,,,
1328,,SDY1631,vaccination experiment,,1,,,
1329,,SDY1631,vaccination experiment,,1,,,
1330,,SDY1631,vaccination experiment,,1,,,
1331,,SDY1631,vaccination experiment,,1,,,
1332,,SDY1631,vaccination experiment,,1,,,
1333,,SDY1631,vaccination experiment,,1,,,
1334,,SDY1631,vaccination experiment,,1,,,
1335,,SDY1631,vaccination experiment,,1,,,
1336,,SDY1631,vaccination experiment,,1,,,
1337,,SDY1631,vaccination experiment,,1,,,
1338,,SDY1631,vaccination experiment,,1,,,
1339,,SDY1631,vaccination experiment,,1,,,
1340,,SDY1631,vaccination experiment,,1,,,
1341,,SDY1631,vaccination experiment,,1,,,
1342,,SDY1631,vaccination experiment,,1,,,
1343,,SDY1631,vaccination experiment,,1,,,
1344,,SDY1631,vaccination experiment,,1,,,
1345,,SDY1631,vaccination experiment,,1,,,
1346,,SDY1631,vaccination experiment,,1,,,
1347,,SDY1631,vaccination experiment,,1,,,
1348,,SDY1631,vaccination experiment,,1,,,
1349,,SDY1631,vaccination experiment,,1,,,
1350,,SDY1631,vaccination experiment,,1,,,
1351,,SDY1631,vaccination experiment,,1,,,
1352,,SDY1631,vaccination experiment,,1,,,
1353,,SDY1631,vaccination experiment,,1,,,
1354,,SDY1631,vaccination experiment,,1,,,
1355,,SDY1631,vaccination experiment,,1,,,
1356,,SDY1697,vaccination experiment,,1,,,
1357,,SDY1640,vaccination experiment,,1,,,
1358,,SDY1647,vaccination experiment,,1,,,
1359,,SDY1252,vaccination experiment,,1,,,
1360,,SDY1712,vaccination experiment,,1,,,
1361,,SDY1712,vaccination experiment,,1,,,
1362,,SDY1712,vaccination experiment,,1,,,
1363,,SDY1712,vaccination experiment,,1,,,
1364,,SDY1712,vaccination experiment,,1,,,
1365,,SDY1712,vaccination experiment,,1,,,
1366,,SDY1712,vaccination experiment,,1,,,
1367,,SDY1252,vaccination experiment,,1,,,
1368,,SDY1252,vaccination experiment,,1,,,
1369,,SDY1252,vaccination experiment,,1,,,
1370,,SDY1252,vaccination experiment,,1,,,
1371,,SDY1469,vaccination experiment,,1,,,
1372,,SDY1625,vaccination experiment,,1,,,
1373,,SDY1625,vaccination experiment,,1,,,
1374,,SDY1722,vaccination experiment,,1,,,
1375,,SDY1723,vaccination experiment,,1,,,
1376,,SDY1723,vaccination experiment,,1,,,
1377,,SDY1722,vaccination experiment,,1,,,
1378,,SDY1725,vaccination experiment,,1,,,
1379,,SDY1726,vaccination experiment,,1,,,
1380,,SDY1732,vaccination experiment,,1,,,
1381,,SDY1732,vaccination experiment,,1,,,
1382,,SDY1732,vaccination experiment,,1,,,
1383,,SDY1252,vaccination experiment,,1,,,
1384,,SDY1738,vaccination experiment,,1,,,
1385,,SDY1738,vaccination experiment,,1,,,
1386,,SDY1738,vaccination experiment,,1,,,
1387,,SDY1734,vaccination experiment,,1,,,
1388,,SDY1734,vaccination experiment,,1,,,
1389,,SDY1734,vaccination experiment,,1,,,
1390,,SDY1733,vaccination experiment,,1,,,
1391,,SDY2165,vaccination experiment,,1,,,
1392,,SDY1733,vaccination experiment,,1,,,
1393,,SDY1600,vaccination experiment,,1,,,
1394,,SDY1600,vaccination experiment,,1,,,
1395,,SDY1600,vaccination experiment,,1,,,
1396,,SDY1600,vaccination experiment,,1,,,
1397,,SDY1600,vaccination experiment,,1,,,
1398,,SDY1743,vaccination experiment,,1,,,
1399,,SDY1393,vaccination experiment,,1,,,
1400,,SDY1395,vaccination experiment,,1,,,
1401,,SDY1396,vaccination experiment,,1,,,
1402,,SDY1397,vaccination experiment,,1,,,
1403,,SDY1768,vaccination experiment,,1,,,
1404,,SDY1769,vaccination experiment,,1,,,
1405,,SDY1769,vaccination experiment,,1,,,
1406,,SDY1691,vaccination experiment,,1,,,
1407,,SDY1691,vaccination experiment,,1,,,
1408,,SDY1691,vaccination experiment,,1,,,
1409,,SDY1538,vaccination experiment,,1,,,
1410,,SDY1772,vaccination experiment,,1,,,
1411,,SDY1352,vaccination experiment,,1,,,
1412,,SDY1708,vaccination experiment,,1,,,
1413,,SDY1743,vaccination experiment,,1,,,
1414,,SDY1479,vaccination experiment,,1,,,
1415,,SDY1480,vaccination experiment,,1,,,
1416,,SDY1464,vaccination experiment,,1,,,
1417,,SDY1774,vaccination experiment,,1,,,
1418,,SDY1765,vaccination experiment,,1,,,
1419,,SDY1799,vaccination experiment,,1,,,
1420,,SDY1394,vaccination experiment,,1,,,
1421,,SDY1394,vaccination experiment,,1,,,
1422,,SDY1395,vaccination experiment,,1,,,
1423,,SDY1395,vaccination experiment,,1,,,
1424,,SDY1393,vaccination experiment,,1,,,
1425,,SDY1396,vaccination experiment,,1,,,
1426,,SDY1397,vaccination experiment,,1,,,
1427,,SDY1773,vaccination experiment,,1,,,
1428,,SDY1773,vaccination experiment,,1,,,
1429,,SDY1777,vaccination experiment,,1,,,
1430,,SDY67,vaccination experiment,,1,,,
1431,,SDY1767,vaccination experiment,,1,,,
1432,,SDY1764,vaccination experiment,,1,,,
1433,,SDY1764,vaccination experiment,,1,,,
1434,,SDY1844,vaccination experiment,,1,,,
1435,,SDY1844,vaccination experiment,,1,,,
1436,,SDY1743,vaccination experiment,,1,,,
1437,,SDY1869,vaccination experiment,,1,,,
1438,,SDY1870,vaccination experiment,,1,,,
1439,,SDY1871,vaccination experiment,,1,,,
1440,,SDY1870,vaccination experiment,,1,,,
1441,,SDY997,vaccination experiment,,1,,,
1442,,SDY1870,vaccination experiment,,1,,,
1443,,SDY1877,vaccination experiment,,1,,,
1444,,SDY1877,vaccination experiment,,1,,,
1445,,SDY1230,vaccination experiment,,1,,,
1446,,SDY1230,vaccination experiment,,1,,,
1447,,SDY1230,vaccination experiment,,1,,,
1448,,SDY1882,vaccination experiment,,1,,,
1449,,SDY1882,vaccination experiment,,1,,,
1450,,SDY1883,vaccination experiment,,1,,,
1451,,SDY1870,vaccination experiment,,1,,,
1452,,SDY1773,vaccination experiment,,1,,,
1453,,SDY1885,vaccination experiment,,1,,,
1454,,SDY1885,vaccination experiment,,1,,,
1455,,SDY1885,vaccination experiment,,1,,,
1456,,SDY1885,vaccination experiment,,1,,,
1457,,SDY1396,vaccination experiment,,1,,,
1458,,SDY1397,vaccination experiment,,1,,,
1459,,SDY1879,vaccination experiment,,1,,,
1460,,SDY1879,vaccination experiment,,1,,,
1461,,SDY1879,vaccination experiment,,1,,,
1462,,SDY1600,vaccination experiment,,1,,,
1463,,SDY1912,vaccination experiment,,1,,,
1464,,SDY478,vaccination experiment,,1,,,
1465,,SDY1886,vaccination experiment,,1,,,
1466,,SDY1886,vaccination experiment,,1,,,
1467,,SDY1886,vaccination experiment,,1,,,
1468,,SDY1886,vaccination experiment,,1,,,
1469,,SDY1880,vaccination experiment,,1,,,
1470,,SDY1924,vaccination experiment,,1,,,
1471,,SDY1924,vaccination experiment,,1,,,
1472,,SDY1924,vaccination experiment,,1,,,
1473,,SDY1924,vaccination experiment,,1,,,
1474,,SDY1924,vaccination experiment,,1,,,
1475,,SDY1924,vaccination experiment,,1,,,
1476,,SDY1924,vaccination experiment,,1,,,
1477,,SDY1924,vaccination experiment,,1,,,
1478,,SDY1924,vaccination experiment,,1,,,
1479,,SDY1924,vaccination experiment,,1,,,
1480,,SDY1924,vaccination experiment,,1,,,
1481,,SDY1924,vaccination experiment,,1,,,
1482,,SDY1924,vaccination experiment,,1,,,
1483,,SDY1924,vaccination experiment,,1,,,
1484,,SDY1924,vaccination experiment,,1,,,
1485,,SDY1924,vaccination experiment,,1,,,
1486,,SDY1924,vaccination experiment,,1,,,
1487,,SDY1924,vaccination experiment,,1,,,
1488,,SDY1924,vaccination experiment,,1,,,
1489,,SDY1924,vaccination experiment,,1,,,
1490,,SDY1924,vaccination experiment,,1,,,
1491,,SDY1924,vaccination experiment,,1,,,
1492,,SDY1924,vaccination experiment,,1,,,
1493,,SDY1924,vaccination experiment,,1,,,
1494,,SDY1924,vaccination experiment,,1,,,
1495,,SDY1924,vaccination experiment,,1,,,
1496,,SDY1924,vaccination experiment,,1,,,
1497,,SDY1924,vaccination experiment,,1,,,
1498,,SDY1924,vaccination experiment,,1,,,
1499,,SDY1924,vaccination experiment,,1,,,
1500,,SDY1924,vaccination experiment,,1,,,
1501,,SDY1924,vaccination experiment,,1,,,
1502,,SDY1924,vaccination experiment,,1,,,
1503,,SDY1924,vaccination experiment,,1,,,
1504,,SDY1924,vaccination experiment,,1,,,
1505,,SDY1924,vaccination experiment,,1,,,
1506,,SDY1924,vaccination experiment,,1,,,
1507,,SDY1924,vaccination experiment,,1,,,
1508,,SDY1924,vaccination experiment,,1,,,
1509,,SDY1924,vaccination experiment,,1,,,
1510,,SDY1924,vaccination experiment,,1,,,
1511,,SDY1924,vaccination experiment,,1,,,
1512,,SDY1924,vaccination experiment,,1,,,
1513,,SDY1924,vaccination experiment,,1,,,
1514,,SDY1924,vaccination experiment,,1,,,
1515,,SDY1924,vaccination experiment,,1,,,
1516,,SDY1924,vaccination experiment,,1,,,
1517,,SDY1924,vaccination experiment,,1,,,
1518,,SDY1924,vaccination experiment,,1,,,
1519,,SDY1924,vaccination experiment,,1,,,
1520,,SDY1924,vaccination experiment,,1,,,
1521,,SDY1924,vaccination experiment,,1,,,
1522,,SDY1924,vaccination experiment,,1,,,
1523,,SDY1924,vaccination experiment,,1,,,
1524,,SDY1928,vaccination experiment,,1,,,
1525,,SDY1928,vaccination experiment,,1,,,
1526,,SDY1464,vaccination experiment,,1,,,
1527,,SDY1466,vaccination experiment,,1,,,
1528,,SDY1889,vaccination experiment,,1,,,
1529,,SDY472,vaccination experiment,,1,,,
1530,,SDY1479,vaccination experiment,,1,,,
1531,,SDY1481,vaccination experiment,,1,,,
1532,,SDY1482,vaccination experiment,,1,,,
1533,,SDY1484,vaccination experiment,,1,,,
1534,,SDY1480,vaccination experiment,,1,,,
1535,,SDY1483,vaccination experiment,,1,,,
1536,,SDY1471,vaccination experiment,,1,,,
1537,,SDY1394,vaccination experiment,,1,,,
1538,,SDY1395,vaccination experiment,,1,,,
1539,,SDY1887,vaccination experiment,,1,,,
1540,,SDY1881,vaccination experiment,,1,,,
1541,,SDY1789,vaccination experiment,,1,,,
1542,,SDY1789,vaccination experiment,,1,,,
1543,,SDY1789,vaccination experiment,,1,,,
1544,,SDY1863,vaccination experiment,,1,,,
1545,,SDY1863,vaccination experiment,,1,,,
1546,,SDY1863,vaccination experiment,,1,,,
1547,,SDY1700,vaccination experiment,,1,,,
1548,,SDY1711,vaccination experiment,,1,,,
1549,,SDY1960,vaccination experiment,,1,,,
1550,,SDY1962,vaccination experiment,,1,,,
1551,,SDY1962,vaccination experiment,,1,,,
1552,,SDY1742,vaccination experiment,,1,,,
1553,,SDY1742,vaccination experiment,,1,,,
1554,,SDY1742,vaccination experiment,,1,,,
1555,,SDY1742,vaccination experiment,,1,,,
1556,,SDY1971,vaccination experiment,,1,,,
1557,,SDY1851,vaccination experiment,,1,,,
1558,,SDY312,vaccination experiment,,1,,,
1559,,SDY1944,vaccination experiment,,1,,,
1560,,SDY1980,vaccination experiment,,1,,,
1561,,SDY1937,vaccination experiment,,1,,,
1562,,SDY1765,vaccination experiment,,1,,,
1563,,SDY1990,vaccination experiment,,1,,,
1564,,SDY1990,vaccination experiment,,1,,,
1565,,SDY1991,vaccination experiment,,1,,,
1566,,SDY1394,vaccination experiment,,1,,,
1567,,SDY1395,vaccination experiment,,1,,,
1568,,SDY1395,vaccination experiment,,1,,,
1569,,SDY1395,vaccination experiment,,1,,,
1570,,SDY1995,vaccination experiment,,1,,,
1571,,SDY1394,vaccination experiment,,1,,,
1572,,SDY1394,vaccination experiment,,1,,,
1573,,SDY311,vaccination experiment,,1,,,
1574,,SDY514,vaccination experiment,,1,,,
1575,,SDY515,vaccination experiment,,1,,,
1576,,SDY514,vaccination experiment,,1,,,
1577,,SDY312,vaccination experiment,,1,,,
1578,,SDY1467,vaccination experiment,,1,,,
1579,,SDY1468,vaccination experiment,,1,,,
1580,,SDY1961,vaccination experiment,,1,,,
1581,,SDY2012,vaccination experiment,,1,,,
1582,,SDY2012,vaccination experiment,,1,,,
1583,,SDY1998,vaccination experiment,,1,,,
1584,,SDY1903,vaccination experiment,,1,,,
1585,,SDY1990,vaccination experiment,,1,,,
1586,,SDY1990,vaccination experiment,,1,,,
1587,,SDY28,vaccination experiment,,1,,,
1588,,SDY2015,vaccination experiment,,1,,,
1589,,SDY28,vaccination experiment,,1,,,
1590,,SDY2007,vaccination experiment,,1,,,
1591,,SDY2024,vaccination experiment,,1,,,
1592,,SDY2024,vaccination experiment,,1,,,
1593,,SDY2024,vaccination experiment,,1,,,
1594,,SDY1821,vaccination experiment,,1,,,
1595,,SDY1821,vaccination experiment,,1,,,
1596,,SDY1821,vaccination experiment,,1,,,
1597,,SDY1821,vaccination experiment,,1,,,
1598,,SDY1947,vaccination experiment,,1,,,
1599,,SDY1947,vaccination experiment,,1,,,
1600,,SDY1947,vaccination experiment,,1,,,
1601,,SDY2033,vaccination experiment,,1,,,
1602,,SDY2033,vaccination experiment,,1,,,
1603,,SDY2033,vaccination experiment,,1,,,
1604,,SDY2033,vaccination experiment,,1,,,
1605,,SDY2033,vaccination experiment,,1,,,
1606,,SDY2033,vaccination experiment,,1,,,
1607,,SDY2033,vaccination experiment,,1,,,
1608,,SDY2034,vaccination experiment,,1,,,
1609,,SDY2034,vaccination experiment,,1,,,
1610,,SDY2034,vaccination experiment,,1,,,
1611,,SDY2034,vaccination experiment,,1,,,
1612,,SDY2035,vaccination experiment,,1,,,
1613,,SDY2036,vaccination experiment,,1,,,
1614,,SDY2036,vaccination experiment,,1,,,
1615,,SDY2037,vaccination experiment,,1,,,
1616,,SDY2037,vaccination experiment,,1,,,
1617,,SDY1945,vaccination experiment,,1,,,
1618,,SDY1945,vaccination experiment,,1,,,
1619,,SDY1815,vaccination experiment,,1,,,
1620,,SDY1815,vaccination experiment,,1,,,
1621,,SDY1973,vaccination experiment,,1,,,
1622,,SDY1973,vaccination experiment,,1,,,
1623,,SDY1973,vaccination experiment,,1,,,
1624,,SDY1973,vaccination experiment,,1,,,
1625,,SDY1973,vaccination experiment,,1,,,
1626,,SDY1973,vaccination experiment,,1,,,
1627,,SDY2038,vaccination experiment,,1,,,
1628,,SDY2038,vaccination experiment,,1,,,
1629,,SDY2038,vaccination experiment,,1,,,
1630,,SDY2039,vaccination experiment,,1,,,
1631,,SDY2039,vaccination experiment,,1,,,
1632,,SDY2040,vaccination experiment,,1,,,
1633,,SDY2040,vaccination experiment,,1,,,
1634,,SDY2040,vaccination experiment,,1,,,
1635,,SDY2041,vaccination experiment,,1,,,
1636,,SDY2041,vaccination experiment,,1,,,
1637,,SDY2041,vaccination experiment,,1,,,
1638,,SDY2041,vaccination experiment,,1,,,
1639,,SDY2041,vaccination experiment,,1,,,
1640,,SDY2041,vaccination experiment,,1,,,
1641,,SDY2041,vaccination experiment,,1,,,
1642,,SDY2042,vaccination experiment,,1,,,
1643,,SDY2042,vaccination experiment,,1,,,
1644,,SDY2043,vaccination experiment,,1,,,
1645,,SDY2043,vaccination experiment,,1,,,
1646,,SDY2044,vaccination experiment,,1,,,
1647,,SDY2044,vaccination experiment,,1,,,
1648,,SDY2044,vaccination experiment,,1,,,
1649,,SDY2045,vaccination experiment,,1,,,
1650,,SDY2045,vaccination experiment,,1,,,
1651,,SDY2045,vaccination experiment,,1,,,
1652,,SDY2045,vaccination experiment,,1,,,
1653,,SDY2045,vaccination experiment,,1,,,
1654,,SDY2047,vaccination experiment,,1,,,
1655,,SDY2047,vaccination experiment,,1,,,
1656,,SDY2047,vaccination experiment,,1,,,
1657,,SDY2047,vaccination experiment,,1,,,
1658,,SDY1835,vaccination experiment,,1,,,
1659,,SDY1835,vaccination experiment,,1,,,
1660,,SDY1835,vaccination experiment,,1,,,
1661,,SDY1840,vaccination experiment,,1,,,
1662,,SDY1840,vaccination experiment,,1,,,
1663,,SDY1840,vaccination experiment,,1,,,
1664,,SDY1840,vaccination experiment,,1,,,
1665,,SDY1963,vaccination experiment,,1,,,
1666,,SDY1963,vaccination experiment,,1,,,
1667,,SDY1963,vaccination experiment,,1,,,
1668,,SDY1963,vaccination experiment,,1,,,
1669,,SDY1963,vaccination experiment,,1,,,
1670,,SDY1818,vaccination experiment,,1,,,
1671,,SDY1818,vaccination experiment,,1,,,
1672,,SDY1818,vaccination experiment,,1,,,
1673,,SDY1819,vaccination experiment,,1,,,
1674,,SDY1974,vaccination experiment,,1,,,
1675,,SDY1974,vaccination experiment,,1,,,
1676,,SDY1974,vaccination experiment,,1,,,
1677,,SDY1927,vaccination experiment,,1,,,
1678,,SDY1927,vaccination experiment,,1,,,
1679,,SDY1927,vaccination experiment,,1,,,
1680,,SDY1927,vaccination experiment,,1,,,
1681,,SDY1927,vaccination experiment,,1,,,
1682,,SDY2052,vaccination experiment,,1,,,
1683,,SDY2052,vaccination experiment,,1,,,
1684,,SDY2052,vaccination experiment,,1,,,
1685,,SDY2052,vaccination experiment,,1,,,
1686,,SDY2053,vaccination experiment,,1,,,
1687,,SDY2053,vaccination experiment,,1,,,
1688,,SDY2053,vaccination experiment,,1,,,
1689,,SDY2053,vaccination experiment,,1,,,
1690,,SDY2053,vaccination experiment,,1,,,
1691,,SDY1964,vaccination experiment,,1,,,
1692,,SDY1964,vaccination experiment,,1,,,
1693,,SDY1964,vaccination experiment,,1,,,
1694,,SDY1964,vaccination experiment,,1,,,
1695,,SDY1964,vaccination experiment,,1,,,
1696,,SDY1967,vaccination experiment,,1,,,
1697,,SDY1967,vaccination experiment,,1,,,
1698,,SDY1967,vaccination experiment,,1,,,
1699,,SDY1967,vaccination experiment,,1,,,
1700,,SDY1816,vaccination experiment,,1,,,
1701,,SDY1816,vaccination experiment,,1,,,
1702,,SDY1816,vaccination experiment,,1,,,
1703,,SDY1975,vaccination experiment,,1,,,
1704,,SDY1975,vaccination experiment,,1,,,
1705,,SDY1966,vaccination experiment,,1,,,
1706,,SDY1966,vaccination experiment,,1,,,
1707,,SDY1966,vaccination experiment,,1,,,
1708,,SDY1812,vaccination experiment,,1,,,
1709,,SDY1781,vaccination experiment,,1,,,
1710,,SDY1781,vaccination experiment,,1,,,
1711,,SDY1800,vaccination experiment,,1,,,
1712,,SDY1800,vaccination experiment,,1,,,
1713,,SDY1800,vaccination experiment,,1,,,
1714,,SDY1810,vaccination experiment,,1,,,
1715,,SDY1868,vaccination experiment,,1,,,
