sample_id,group_id,organism_id,collection,collection_id,collection_time,collection_time_unit,collection_time_unit_id,T0_definition,expsample_type,expsample_type_id,expsample_reference_id,expsample_reference_name,biosample_type,biosample_type_id,biosample_reference_id,biosample_reference_name,replicates,expsample_source
637,,634,blood draw,EFO_0009121,28.0,Days,UO_0000035,,Whole blood : NA,,GSE101710,GSM2712954,Whole blood,NCIT_C43412,ES1167446,,,GEO
638,,638,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Whole blood : NA,,GSE101710,GSM2712955,Whole blood,NCIT_C43412,ES1167447,,,GEO
639,,638,blood draw,EFO_0009121,2.0,Days,UO_0000035,,Whole blood : NA,,GSE101710,GSM2712956,Whole blood,NCIT_C43412,ES1167448,,,GEO
640,,638,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Whole blood : NA,,GSE101710,GSM2712957,Whole blood,NCIT_C43412,ES1167449,,,GEO
641,,638,blood draw,EFO_0009121,28.0,Days,UO_0000035,,Whole blood : NA,,GSE101710,GSM2712958,Whole blood,NCIT_C43412,ES1167450,,,GEO
642,,512,blood draw,EFO_0009121,2.0,Days,UO_0000035,,Whole blood : NA,,GSE101709,GSM2712829,Whole blood,NCIT_C43412,ES1167451,,,GEO
643,,643,blood draw,EFO_0009121,14.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343922,Whole blood,NCIT_C43412,ES1179799,,,GEO
644,,644,blood draw,EFO_0009121,3.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343923,Whole blood,NCIT_C43412,ES1179800,,,GEO
645,,644,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343924,Whole blood,NCIT_C43412,ES1179801,,,GEO
646,,644,blood draw,EFO_0009121,10.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343925,Whole blood,NCIT_C43412,ES1179802,,,GEO
647,,647,blood draw,EFO_0009121,14.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343926,Whole blood,NCIT_C43412,ES1179803,,,GEO
648,,647,blood draw,EFO_0009121,28.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343927,Whole blood,NCIT_C43412,ES1179804,,,GEO
649,,647,blood draw,EFO_0009121,60.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343928,Whole blood,NCIT_C43412,ES1179805,,,GEO
650,,650,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343929,Whole blood,NCIT_C43412,ES1179806,,,GEO
651,,650,blood draw,EFO_0009121,28.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343930,Whole blood,NCIT_C43412,ES1179807,,,GEO
652,,650,blood draw,EFO_0009121,60.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343931,Whole blood,NCIT_C43412,ES1179808,,,GEO
653,,643,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343932,Whole blood,NCIT_C43412,ES1179809,,,GEO
654,,643,blood draw,EFO_0009121,3.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343933,Whole blood,NCIT_C43412,ES1179810,,,GEO
655,,643,blood draw,EFO_0009121,28.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343934,Whole blood,NCIT_C43412,ES1179811,,,GEO
656,,643,blood draw,EFO_0009121,60.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343935,Whole blood,NCIT_C43412,ES1179812,,,GEO
657,,644,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343936,Whole blood,NCIT_C43412,ES1179813,,,GEO
658,,644,blood draw,EFO_0009121,14.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343937,Whole blood,NCIT_C43412,ES1179814,,,GEO
659,,659,blood draw,EFO_0009121,10.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343938,Whole blood,NCIT_C43412,ES1179815,,,GEO
660,,659,blood draw,EFO_0009121,14.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343939,Whole blood,NCIT_C43412,ES1179816,,,GEO
661,,659,blood draw,EFO_0009121,28.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343940,Whole blood,NCIT_C43412,ES1179817,,,GEO
662,,662,blood draw,EFO_0009121,10.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343941,Whole blood,NCIT_C43412,ES1179818,,,GEO
663,,662,blood draw,EFO_0009121,14.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343942,Whole blood,NCIT_C43412,ES1179819,,,GEO
664,,664,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343943,Whole blood,NCIT_C43412,ES1179820,,,GEO
665,,647,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343944,Whole blood,NCIT_C43412,ES1179821,,,GEO
666,,647,blood draw,EFO_0009121,10.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343945,Whole blood,NCIT_C43412,ES1179822,,,GEO
667,,650,blood draw,EFO_0009121,3.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343946,Whole blood,NCIT_C43412,ES1179823,,,GEO
668,,650,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343947,Whole blood,NCIT_C43412,ES1179824,,,GEO
669,,650,blood draw,EFO_0009121,10.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343948,Whole blood,NCIT_C43412,ES1179825,,,GEO
670,,650,blood draw,EFO_0009121,14.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343949,Whole blood,NCIT_C43412,ES1179826,,,GEO
671,,643,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343950,Whole blood,NCIT_C43412,ES1179827,,,GEO
672,,643,blood draw,EFO_0009121,10.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343951,Whole blood,NCIT_C43412,ES1179828,,,GEO
673,,664,blood draw,EFO_0009121,10.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343952,Whole blood,NCIT_C43412,ES1179829,,,GEO
674,,674,blood draw,EFO_0009121,10.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343953,Whole blood,NCIT_C43412,ES1179830,,,GEO
675,,644,blood draw,EFO_0009121,28.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343954,Whole blood,NCIT_C43412,ES1179831,,,GEO
676,,674,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343955,Whole blood,NCIT_C43412,ES1179832,,,GEO
677,,674,blood draw,EFO_0009121,3.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343956,Whole blood,NCIT_C43412,ES1179833,,,GEO
678,,659,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343957,Whole blood,NCIT_C43412,ES1179834,,,GEO
679,,659,blood draw,EFO_0009121,3.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343958,Whole blood,NCIT_C43412,ES1179835,,,GEO
680,,659,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343959,Whole blood,NCIT_C43412,ES1179836,,,GEO
681,,659,blood draw,EFO_0009121,60.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343960,Whole blood,NCIT_C43412,ES1179837,,,GEO
682,,682,blood draw,EFO_0009121,3.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343961,Whole blood,NCIT_C43412,ES1179838,,,GEO
683,,682,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343962,Whole blood,NCIT_C43412,ES1179839,,,GEO
684,,682,blood draw,EFO_0009121,28.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343963,Whole blood,NCIT_C43412,ES1179840,,,GEO
685,,682,blood draw,EFO_0009121,60.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343964,Whole blood,NCIT_C43412,ES1179841,,,GEO
686,,686,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343965,Whole blood,NCIT_C43412,ES1179842,,,GEO
687,,686,blood draw,EFO_0009121,3.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343966,Whole blood,NCIT_C43412,ES1179843,,,GEO
688,,686,blood draw,EFO_0009121,10.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343967,Whole blood,NCIT_C43412,ES1179844,,,GEO
689,,689,blood draw,EFO_0009121,3.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343968,Whole blood,NCIT_C43412,ES1179845,,,GEO
690,,689,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343969,Whole blood,NCIT_C43412,ES1179846,,,GEO
691,,689,blood draw,EFO_0009121,60.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343970,Whole blood,NCIT_C43412,ES1179847,,,GEO
692,,692,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343971,Whole blood,NCIT_C43412,ES1179848,,,GEO
693,,692,blood draw,EFO_0009121,28.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343972,Whole blood,NCIT_C43412,ES1179849,,,GEO
694,,692,blood draw,EFO_0009121,60.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343973,Whole blood,NCIT_C43412,ES1179850,,,GEO
695,,695,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343974,Whole blood,NCIT_C43412,ES1179851,,,GEO
696,,695,blood draw,EFO_0009121,3.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343975,Whole blood,NCIT_C43412,ES1179852,,,GEO
697,,695,blood draw,EFO_0009121,28.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343976,Whole blood,NCIT_C43412,ES1179853,,,GEO
698,,698,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343977,Whole blood,NCIT_C43412,ES1179854,,,GEO
699,,698,blood draw,EFO_0009121,3.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343978,Whole blood,NCIT_C43412,ES1179855,,,GEO
700,,698,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343979,Whole blood,NCIT_C43412,ES1179856,,,GEO
701,,698,blood draw,EFO_0009121,60.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343980,Whole blood,NCIT_C43412,ES1179857,,,GEO
702,,702,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343981,Whole blood,NCIT_C43412,ES1179858,,,GEO
703,,702,blood draw,EFO_0009121,10.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343982,Whole blood,NCIT_C43412,ES1179859,,,GEO
704,,702,blood draw,EFO_0009121,14.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343983,Whole blood,NCIT_C43412,ES1179860,,,GEO
705,,702,blood draw,EFO_0009121,28.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343984,Whole blood,NCIT_C43412,ES1179861,,,GEO
706,,682,blood draw,EFO_0009121,10.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343985,Whole blood,NCIT_C43412,ES1179862,,,GEO
707,,682,blood draw,EFO_0009121,14.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343986,Whole blood,NCIT_C43412,ES1179863,,,GEO
708,,708,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343987,Whole blood,NCIT_C43412,ES1179864,,,GEO
709,,708,blood draw,EFO_0009121,10.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343988,Whole blood,NCIT_C43412,ES1179865,,,GEO
710,,708,blood draw,EFO_0009121,60.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343989,Whole blood,NCIT_C43412,ES1179866,,,GEO
711,,686,blood draw,EFO_0009121,14.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343990,Whole blood,NCIT_C43412,ES1179867,,,GEO
712,,686,blood draw,EFO_0009121,28.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343991,Whole blood,NCIT_C43412,ES1179868,,,GEO
713,,689,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343992,Whole blood,NCIT_C43412,ES1179869,,,GEO
714,,689,blood draw,EFO_0009121,10.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343993,Whole blood,NCIT_C43412,ES1179870,,,GEO
715,,689,blood draw,EFO_0009121,14.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343994,Whole blood,NCIT_C43412,ES1179871,,,GEO
716,,689,blood draw,EFO_0009121,28.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343995,Whole blood,NCIT_C43412,ES1179872,,,GEO
717,,692,blood draw,EFO_0009121,3.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343996,Whole blood,NCIT_C43412,ES1179873,,,GEO
718,,647,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343997,Whole blood,NCIT_C43412,ES1179874,,,GEO
719,,692,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343998,Whole blood,NCIT_C43412,ES1179875,,,GEO
720,,692,blood draw,EFO_0009121,14.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM343999,Whole blood,NCIT_C43412,ES1179876,,,GEO
721,,695,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344000,Whole blood,NCIT_C43412,ES1179877,,,GEO
722,,695,blood draw,EFO_0009121,10.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344001,Whole blood,NCIT_C43412,ES1179878,,,GEO
723,,695,blood draw,EFO_0009121,14.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344002,Whole blood,NCIT_C43412,ES1179879,,,GEO
724,,698,blood draw,EFO_0009121,10.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344003,Whole blood,NCIT_C43412,ES1179880,,,GEO
725,,698,blood draw,EFO_0009121,14.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344004,Whole blood,NCIT_C43412,ES1179881,,,GEO
726,,698,blood draw,EFO_0009121,28.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344005,Whole blood,NCIT_C43412,ES1179882,,,GEO
727,,702,blood draw,EFO_0009121,3.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344006,Whole blood,NCIT_C43412,ES1179883,,,GEO
728,,702,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344007,Whole blood,NCIT_C43412,ES1179884,,,GEO
729,,662,blood draw,EFO_0009121,3.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344008,Whole blood,NCIT_C43412,ES1179885,,,GEO
730,,662,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344009,Whole blood,NCIT_C43412,ES1179886,,,GEO
731,,664,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344010,Whole blood,NCIT_C43412,ES1179887,,,GEO
732,,674,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344011,Whole blood,NCIT_C43412,ES1179888,,,GEO
733,,664,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344012,Whole blood,NCIT_C43412,ES1179889,,,GEO
734,,664,blood draw,EFO_0009121,3.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344013,Whole blood,NCIT_C43412,ES1179890,,,GEO
735,,662,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344014,Whole blood,NCIT_C43412,ES1179891,,,GEO
736,,736,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344024,Whole blood,NCIT_C43412,ES1179892,,,GEO
737,,736,blood draw,EFO_0009121,3.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344025,Whole blood,NCIT_C43412,ES1179893,,,GEO
738,,736,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344026,Whole blood,NCIT_C43412,ES1179894,,,GEO
739,,739,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344027,Whole blood,NCIT_C43412,ES1179895,,,GEO
740,,739,blood draw,EFO_0009121,3.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344028,Whole blood,NCIT_C43412,ES1179896,,,GEO
741,,739,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344029,Whole blood,NCIT_C43412,ES1179897,,,GEO
742,,742,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344030,Whole blood,NCIT_C43412,ES1179898,,,GEO
743,,742,blood draw,EFO_0009121,3.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344031,Whole blood,NCIT_C43412,ES1179899,,,GEO
744,,742,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344032,Whole blood,NCIT_C43412,ES1179900,,,GEO
745,,745,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344033,Whole blood,NCIT_C43412,ES1179901,,,GEO
746,,745,blood draw,EFO_0009121,3.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344034,Whole blood,NCIT_C43412,ES1179902,,,GEO
747,,747,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344035,Whole blood,NCIT_C43412,ES1179903,,,GEO
748,,747,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344036,Whole blood,NCIT_C43412,ES1179904,,,GEO
749,,749,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344037,Whole blood,NCIT_C43412,ES1179905,,,GEO
750,,749,blood draw,EFO_0009121,3.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344038,Whole blood,NCIT_C43412,ES1179906,,,GEO
751,,749,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344039,Whole blood,NCIT_C43412,ES1179907,,,GEO
752,,752,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344040,Whole blood,NCIT_C43412,ES1179908,,,GEO
753,,752,blood draw,EFO_0009121,3.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344041,Whole blood,NCIT_C43412,ES1179909,,,GEO
754,,752,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344042,Whole blood,NCIT_C43412,ES1179910,,,GEO
755,,755,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344043,Whole blood,NCIT_C43412,ES1179911,,,GEO
756,,755,blood draw,EFO_0009121,3.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344044,Whole blood,NCIT_C43412,ES1179912,,,GEO
757,,755,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344045,Whole blood,NCIT_C43412,ES1179913,,,GEO
758,,758,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344046,Whole blood,NCIT_C43412,ES1179914,,,GEO
759,,758,blood draw,EFO_0009121,3.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344047,Whole blood,NCIT_C43412,ES1179915,,,GEO
760,,758,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344048,Whole blood,NCIT_C43412,ES1179916,,,GEO
761,,761,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344049,Whole blood,NCIT_C43412,ES1179917,,,GEO
762,,761,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344050,Whole blood,NCIT_C43412,ES1179918,,,GEO
763,,763,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344051,Whole blood,NCIT_C43412,ES1179919,,,GEO
764,,763,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344052,Whole blood,NCIT_C43412,ES1179920,,,GEO
765,,763,blood draw,EFO_0009121,3.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344053,Whole blood,NCIT_C43412,ES1179921,,,GEO
766,,761,blood draw,EFO_0009121,3.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344054,Whole blood,NCIT_C43412,ES1179922,,,GEO
767,,745,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344055,Whole blood,NCIT_C43412,ES1179923,,,GEO
768,,747,blood draw,EFO_0009121,3.0,Days,UO_0000035,,Whole blood : NA,,GSE13699,GSM344056,Whole blood,NCIT_C43412,ES1179924,,,GEO
769,,769,blood draw,EFO_0009121,3.0,Days,UO_0000035,,PBMC : NA,,GSE13699,GSM344057,PBMC,NCIT_C12519,ES1179925,,,GEO
770,,769,blood draw,EFO_0009121,3.0,Days,UO_0000035,,PBMC : NA,,GSE13699,GSM344058,PBMC,NCIT_C12519,ES1179926,,,GEO
771,,771,blood draw,EFO_0009121,3.0,Days,UO_0000035,,PBMC : NA,,GSE13699,GSM344059,PBMC,NCIT_C12519,ES1179927,,,GEO
772,,771,blood draw,EFO_0009121,3.0,Days,UO_0000035,,PBMC : NA,,GSE13699,GSM344060,PBMC,NCIT_C12519,ES1179928,,,GEO
773,,773,blood draw,EFO_0009121,3.0,Days,UO_0000035,,PBMC : NA,,GSE13699,GSM344061,PBMC,NCIT_C12519,ES1179929,,,GEO
774,,769,blood draw,EFO_0009121,7.0,Days,UO_0000035,,PBMC : NA,,GSE13699,GSM344062,PBMC,NCIT_C12519,ES1179930,,,GEO
775,,769,blood draw,EFO_0009121,7.0,Days,UO_0000035,,PBMC : NA,,GSE13699,GSM344063,PBMC,NCIT_C12519,ES1179931,,,GEO
776,,771,blood draw,EFO_0009121,7.0,Days,UO_0000035,,PBMC : NA,,GSE13699,GSM344064,PBMC,NCIT_C12519,ES1179932,,,GEO
777,,771,blood draw,EFO_0009121,7.0,Days,UO_0000035,,PBMC : NA,,GSE13699,GSM344065,PBMC,NCIT_C12519,ES1179933,,,GEO
778,,773,blood draw,EFO_0009121,7.0,Days,UO_0000035,,PBMC : NA,,GSE13699,GSM344066,PBMC,NCIT_C12519,ES1179934,,,GEO
779,,773,blood draw,EFO_0009121,7.0,Days,UO_0000035,,PBMC : NA,,GSE13699,GSM344067,PBMC,NCIT_C12519,ES1179935,,,GEO
780,,769,blood draw,EFO_0009121,14.0,Days,UO_0000035,,PBMC : NA,,GSE13699,GSM344068,PBMC,NCIT_C12519,ES1179936,,,GEO
781,,769,blood draw,EFO_0009121,14.0,Days,UO_0000035,,PBMC : NA,,GSE13699,GSM344069,PBMC,NCIT_C12519,ES1179937,,,GEO
782,,771,blood draw,EFO_0009121,14.0,Days,UO_0000035,,PBMC : NA,,GSE13699,GSM344070,PBMC,NCIT_C12519,ES1179938,,,GEO
783,,771,blood draw,EFO_0009121,14.0,Days,UO_0000035,,PBMC : NA,,GSE13699,GSM344071,PBMC,NCIT_C12519,ES1179939,,,GEO
784,,773,blood draw,EFO_0009121,14.0,Days,UO_0000035,,PBMC : NA,,GSE13699,GSM344072,PBMC,NCIT_C12519,ES1179940,,,GEO
785,,785,blood draw,EFO_0009121,0.0,Days,UO_0000035,,PBMC : NA,,GSE18323,GSM457370,PBMC,NCIT_C12519,ES1180068,,,GEO
786,,785,blood draw,EFO_0009121,63.0,Days,UO_0000035,,PBMC : NA,,GSE18323,GSM457371,PBMC,NCIT_C12519,ES1180069,,,GEO
787,,785,blood draw,EFO_0009121,74.0,Days,UO_0000035,,PBMC : NA,,GSE18323,GSM457372,PBMC,NCIT_C12519,ES1180070,,,GEO
788,,785,blood draw,EFO_0009121,60.0,Days,UO_0000035,,PBMC : NA,,GSE18323,GSM457373,PBMC,NCIT_C12519,ES1180071,,,GEO
789,,785,blood draw,EFO_0009121,61.0,Days,UO_0000035,,PBMC : NA,,GSE18323,GSM457374,PBMC,NCIT_C12519,ES1180072,,,GEO
790,,790,blood draw,EFO_0009121,63.0,Days,UO_0000035,,PBMC : NA,,GSE18323,GSM457375,PBMC,NCIT_C12519,ES1180073,,,GEO
791,,790,blood draw,EFO_0009121,60.0,Days,UO_0000035,,PBMC : NA,,GSE18323,GSM457376,PBMC,NCIT_C12519,ES1180074,,,GEO
792,,790,blood draw,EFO_0009121,61.0,Days,UO_0000035,,PBMC : NA,,GSE18323,GSM457377,PBMC,NCIT_C12519,ES1180075,,,GEO
793,,793,blood draw,EFO_0009121,0.0,Days,UO_0000035,,PBMC : NA,,GSE18323,GSM457378,PBMC,NCIT_C12519,ES1180076,,,GEO
794,,793,blood draw,EFO_0009121,61.0,Days,UO_0000035,,PBMC : NA,,GSE18323,GSM457379,PBMC,NCIT_C12519,ES1180077,,,GEO
795,,793,blood draw,EFO_0009121,63.0,Days,UO_0000035,,PBMC : NA,,GSE18323,GSM457380,PBMC,NCIT_C12519,ES1180078,,,GEO
796,,793,blood draw,EFO_0009121,74.0,Days,UO_0000035,,PBMC : NA,,GSE18323,GSM457381,PBMC,NCIT_C12519,ES1180079,,,GEO
797,,793,blood draw,EFO_0009121,60.0,Days,UO_0000035,,PBMC : NA,,GSE18323,GSM457382,PBMC,NCIT_C12519,ES1180080,,,GEO
798,,798,blood draw,EFO_0009121,0.0,Days,UO_0000035,,PBMC : NA,,GSE18323,GSM457383,PBMC,NCIT_C12519,ES1180081,,,GEO
799,,798,blood draw,EFO_0009121,61.0,Days,UO_0000035,,PBMC : NA,,GSE18323,GSM457384,PBMC,NCIT_C12519,ES1180082,,,GEO
800,,798,blood draw,EFO_0009121,63.0,Days,UO_0000035,,PBMC : NA,,GSE18323,GSM457385,PBMC,NCIT_C12519,ES1180083,,,GEO
801,,798,blood draw,EFO_0009121,74.0,Days,UO_0000035,,PBMC : NA,,GSE18323,GSM457386,PBMC,NCIT_C12519,ES1180084,,,GEO
802,,798,blood draw,EFO_0009121,60.0,Days,UO_0000035,,PBMC : NA,,GSE18323,GSM457387,PBMC,NCIT_C12519,ES1180085,,,GEO
803,,803,blood draw,EFO_0009121,0.0,Days,UO_0000035,,PBMC : NA,,GSE18323,GSM457388,PBMC,NCIT_C12519,ES1180086,,,GEO
804,,803,blood draw,EFO_0009121,61.0,Days,UO_0000035,,PBMC : NA,,GSE18323,GSM457389,PBMC,NCIT_C12519,ES1180087,,,GEO
805,,803,blood draw,EFO_0009121,63.0,Days,UO_0000035,,PBMC : NA,,GSE18323,GSM457390,PBMC,NCIT_C12519,ES1180088,,,GEO
806,,803,blood draw,EFO_0009121,74.0,Days,UO_0000035,,PBMC : NA,,GSE18323,GSM457391,PBMC,NCIT_C12519,ES1180089,,,GEO
